,number_pca_components_class
0,6
1,4
2,5
3,5
4,5
5,5
6,6
7,6
8,5
9,5
10,5
11,5
12,5
13,9
14,7
15,5
16,5
17,5
18,4
19,5
20,5
21,5
22,6
23,9
24,5
25,5
26,5
27,5
28,5
29,5
30,5
31,5
32,5
33,5
34,5
35,4
36,5
37,5
38,4
39,5
40,6
41,5
42,5
43,5
44,4
45,5
46,6
47,5
48,5
49,5
50,5
51,5
52,5
53,5
54,5
55,5
56,5
57,5
58,4
59,5
60,5
61,4
62,5
63,5
64,5
65,5
66,5
67,5
68,4
69,5
70,4
71,6
72,6
73,5
74,5
75,5
76,5
77,5
78,6
79,6
80,6
81,4
82,4
83,5
84,5
85,6
86,5
87,5
88,5
89,5
90,5
91,5
92,6
93,4
94,4
95,5
96,5
97,5
98,5
99,5
100,5
101,6
102,5
103,4
104,5
105,5
106,5
107,4
108,5
109,5
110,5
111,4
112,5
113,5
114,4
115,4
116,5
117,5
118,5
119,5
120,5
121,5
122,6
123,5
124,5
125,5
126,5
127,5
128,5
129,5
130,5
131,5
132,6
133,4
134,5
135,5
136,5
137,5
138,5
139,5
140,5
141,5
142,5
143,4
144,5
145,5
146,5
147,5
148,7
149,5
150,5
151,5
152,6
153,4
154,5
155,5
156,5
157,5
158,5
159,5
160,5
161,5
162,5
163,5
164,4
165,5
166,4
167,5
168,5
169,5
170,5
171,5
172,5
173,6
174,5
175,5
176,5
177,4
178,5
179,5
180,5
181,5
182,5
183,5
184,5
185,4
186,5
187,6
188,5
189,5
190,5
191,5
192,5
193,5
194,6
195,5
196,7
197,5
198,6
199,5
