,number_pca_components_class
0,8
1,8
2,9
3,9
4,9
5,9
6,10
7,10
8,9
9,9
10,9
11,9
12,9
13,8
14,9
15,9
16,10
17,10
18,9
19,9
20,9
21,10
22,9
23,7
24,10
25,10
26,10
27,11
28,10
29,11
30,10
31,9
32,10
33,10
34,9
35,9
36,9
37,9
38,9
39,9
40,9
41,9
42,9
43,9
44,9
45,8
46,9
47,11
48,10
49,9
50,9
51,9
52,9
53,10
54,11
55,10
56,9
57,9
58,9
59,12
60,10
61,9
62,10
63,12
64,11
65,10
66,9
67,12
68,9
69,10
70,9
71,9
72,11
73,11
74,9
75,12
76,12
77,11
78,9
79,11
80,13
81,9
82,9
83,10
84,9
85,11
86,10
87,10
88,12
89,11
90,9
91,9
92,11
93,9
94,9
95,9
96,9
97,10
98,10
99,12
100,12
101,9
102,11
103,8
104,11
105,9
106,12
107,9
108,9
109,10
110,12
111,8
112,9
113,10
114,9
115,8
116,9
117,12
118,9
119,9
120,10
121,9
122,11
123,11
124,8
125,11
126,9
127,12
128,9
129,10
130,11
131,11
132,10
133,8
134,11
135,11
136,11
137,10
138,10
139,11
140,9
141,12
142,10
143,9
144,11
145,8
146,9
147,11
148,9
149,12
150,12
151,12
152,9
153,9
154,9
155,12
156,12
157,9
158,12
159,11
160,12
161,12
162,9
163,10
164,9
165,9
166,8
167,9
168,13
169,9
170,9
171,10
172,11
173,9
174,11
175,11
176,9
177,9
178,9
179,10
180,11
181,9
182,9
183,9
184,9
185,10
186,8
187,8
188,9
189,9
190,9
191,8
192,8
193,9
194,9
195,9
196,9
197,9
198,8
199,9
