,number_pca_components_class
0,14
1,19
2,19
3,21
4,22
5,21
6,23
7,24
8,24
9,22
10,25
11,22
12,20
13,11
14,20
15,25
16,25
17,26
18,18
19,24
20,21
21,23
22,22
23,10
24,24
25,23
26,23
27,24
28,22
29,24
30,23
31,23
32,23
33,22
34,20
35,22
36,22
37,23
38,23
39,23
40,25
41,25
42,24
43,22
44,18
45,17
46,21
47,25
48,23
49,21
50,22
51,21
52,22
53,23
54,22
55,21
56,21
57,21
58,21
59,24
60,20
61,21
62,23
63,23
64,26
65,21
66,23
67,27
68,20
69,25
70,18
71,21
72,26
73,24
74,23
75,24
76,25
77,23
78,23
79,26
80,25
81,21
82,19
83,21
84,21
85,25
86,23
87,25
88,27
89,26
90,16
91,22
92,25
93,19
94,19
95,23
96,24
97,22
98,23
99,27
100,25
101,21
102,27
103,20
104,22
105,22
106,24
107,22
108,21
109,24
110,25
111,18
112,19
113,25
114,23
115,18
116,19
117,25
118,21
119,22
120,23
121,20
122,27
123,24
124,19
125,24
126,21
127,25
128,21
129,25
130,25
131,25
132,24
133,16
134,24
135,24
136,23
137,24
138,21
139,25
140,24
141,26
142,25
143,20
144,26
145,18
146,20
147,24
148,19
149,24
150,24
151,25
152,24
153,19
154,21
155,26
156,25
157,23
158,26
159,27
160,26
161,23
162,22
163,21
164,21
165,20
166,17
167,22
168,26
169,22
170,21
171,24
172,25
173,22
174,23
175,26
176,20
177,19
178,19
179,22
180,23
181,20
182,19
183,22
184,15
185,23
186,12
187,16
188,19
189,16
190,18
191,16
192,15
193,22
194,19
195,23
196,20
197,22
198,19
199,22
