,number_pca_components_class
0,7
1,6
2,7
3,7
4,7
5,7
6,8
7,8
8,8
9,7
10,7
11,7
12,6
13,6
14,8
15,8
16,8
17,8
18,7
19,8
20,7
21,7
22,8
23,7
24,7
25,7
26,7
27,7
28,7
29,7
30,7
31,8
32,7
33,7
34,7
35,7
36,7
37,8
38,7
39,8
40,8
41,7
42,8
43,8
44,6
45,6
46,8
47,7
48,7
49,7
50,7
51,7
52,8
53,7
54,7
55,6
56,7
57,7
58,6
59,7
60,6
61,7
62,7
63,6
64,7
65,6
66,7
67,8
68,6
69,8
70,6
71,8
72,8
73,7
74,7
75,6
76,7
77,6
78,7
79,8
80,8
81,6
82,6
83,7
84,6
85,7
86,7
87,7
88,7
89,7
90,7
91,7
92,7
93,7
94,6
95,7
96,7
97,7
98,7
99,7
100,7
101,7
102,7
103,7
104,7
105,7
106,7
107,6
108,6
109,7
110,7
111,6
112,6
113,7
114,7
115,7
116,6
117,7
118,7
119,6
120,7
121,7
122,8
123,7
124,7
125,7
126,7
127,7
128,6
129,7
130,8
131,7
132,7
133,6
134,7
135,7
136,7
137,7
138,6
139,7
140,7
141,7
142,7
143,6
144,7
145,7
146,6
147,7
148,8
149,7
150,7
151,7
152,7
153,6
154,7
155,7
156,7
157,7
158,8
159,7
160,7
161,7
162,7
163,7
164,6
165,7
166,6
167,7
168,7
169,7
170,7
171,7
172,8
173,7
174,7
175,8
176,6
177,7
178,7
179,7
180,7
181,7
182,7
183,8
184,7
185,7
186,6
187,7
188,7
189,7
190,7
191,7
192,6
193,7
194,7
195,8
196,8
197,8
198,8
199,7
