,number_pca_components_class
0,8
1,8
2,8
3,9
4,8
5,9
6,9
7,9
8,9
9,9
10,9
11,9
12,8
13,7
14,9
15,9
16,9
17,9
18,9
19,9
20,9
21,9
22,9
23,8
24,9
25,9
26,9
27,9
28,9
29,9
30,9
31,9
32,9
33,9
34,9
35,9
36,9
37,9
38,9
39,9
40,10
41,9
42,9
43,9
44,8
45,9
46,9
47,9
48,9
49,9
50,9
51,9
52,9
53,9
54,9
55,8
56,8
57,9
58,8
59,9
60,8
61,8
62,9
63,9
64,9
65,8
66,9
67,9
68,8
69,9
70,8
71,9
72,9
73,9
74,9
75,9
76,9
77,9
78,9
79,9
80,9
81,8
82,8
83,9
84,8
85,9
86,9
87,9
88,9
89,9
90,8
91,9
92,9
93,8
94,8
95,9
96,8
97,9
98,9
99,9
100,9
101,9
102,9
103,8
104,9
105,9
106,9
107,8
108,8
109,9
110,9
111,8
112,8
113,9
114,9
115,8
116,8
117,9
118,8
119,8
120,9
121,8
122,9
123,9
124,9
125,9
126,8
127,9
128,8
129,9
130,9
131,9
132,9
133,7
134,9
135,9
136,9
137,9
138,9
139,9
140,9
141,9
142,9
143,8
144,9
145,8
146,8
147,9
148,8
149,9
150,9
151,9
152,9
153,8
154,8
155,9
156,9
157,8
158,9
159,9
160,9
161,9
162,9
163,9
164,8
165,8
166,8
167,8
168,9
169,9
170,9
171,9
172,9
173,8
174,9
175,9
176,8
177,9
178,9
179,9
180,9
181,9
182,9
183,9
184,9
185,9
186,8
187,9
188,9
189,9
190,9
191,9
192,9
193,9
194,8
195,9
196,8
197,9
198,8
199,9
