,number_pca_components_class
0,9
1,10
2,10
3,10
4,9
5,10
6,11
7,10
8,10
9,11
10,10
11,9
12,10
13,8
14,9
15,10
16,10
17,11
18,10
19,9
20,10
21,10
22,9
23,8
24,10
25,11
26,10
27,11
28,10
29,10
30,11
31,10
32,10
33,10
34,11
35,10
36,10
37,10
38,11
39,10
40,11
41,11
42,10
43,10
44,9
45,10
46,10
47,10
48,10
49,10
50,10
51,10
52,11
53,11
54,11
55,10
56,10
57,10
58,10
59,10
60,9
61,10
62,10
63,10
64,10
65,10
66,10
67,11
68,10
69,10
70,9
71,9
72,10
73,11
74,10
75,10
76,10
77,10
78,10
79,10
80,10
81,9
82,10
83,10
84,10
85,11
86,9
87,10
88,10
89,10
90,10
91,11
92,10
93,10
94,9
95,10
96,10
97,10
98,11
99,10
100,10
101,9
102,10
103,9
104,11
105,10
106,10
107,10
108,9
109,10
110,10
111,9
112,10
113,10
114,10
115,10
116,9
117,10
118,10
119,9
120,10
121,9
122,10
123,10
124,10
125,10
126,10
127,10
128,10
129,10
130,10
131,10
132,9
133,8
134,11
135,10
136,10
137,9
138,10
139,10
140,10
141,10
142,10
143,10
144,11
145,10
146,9
147,10
148,9
149,10
150,10
151,10
152,10
153,9
154,9
155,10
156,10
157,10
158,11
159,10
160,11
161,10
162,10
163,10
164,10
165,10
166,9
167,10
168,10
169,10
170,10
171,10
172,11
173,9
174,10
175,11
176,10
177,11
178,10
179,10
180,10
181,10
182,10
183,10
184,9
185,10
186,9
187,9
188,10
189,10
190,10
191,10
192,10
193,10
194,9
195,10
196,9
197,10
198,9
199,10
