,number_pca_components_class
0,8
1,10
2,13
3,10
4,13
5,8
6,15
7,11
8,11
9,10
10,8
11,14
12,8
13,14
14,16
15,9
16,10
17,9
18,14
19,12
20,12
21,9
22,15
23,14
24,9
25,11
26,14
27,9
28,7
29,13
30,7
31,13
32,10
33,8
34,7
35,12
36,8
37,11
38,13
39,12
40,11
41,7
42,12
43,13
44,11
45,8
46,12
47,11
48,12
49,12
50,7
51,9
52,13
53,8
54,8
55,12
56,11
57,8
58,11
59,11
60,10
61,12
62,13
63,14
64,13
65,15
66,11
67,14
68,9
69,11
70,10
71,17
72,16
73,12
74,8
75,12
76,12
77,11
78,12
79,16
80,15
81,12
82,7
83,12
84,10
85,18
86,9
87,11
88,15
89,12
90,9
91,9
92,11
93,11
94,10
95,11
96,13
97,11
98,12
99,12
100,8
101,11
102,13
103,8
104,10
105,10
106,12
107,11
108,13
109,12
110,11
111,11
112,8
113,15
114,11
115,10
116,11
117,9
118,11
119,11
120,6
121,14
122,16
123,9
124,12
125,6
126,11
127,8
128,8
129,10
130,12
131,12
132,14
133,10
134,13
135,10
136,10
137,12
138,11
139,12
140,12
141,13
142,11
143,11
144,13
145,12
146,8
147,5
148,13
149,13
150,9
151,14
152,11
153,12
154,8
155,12
156,6
157,13
158,10
159,13
160,7
161,17
162,11
163,7
164,12
165,14
166,9
167,13
168,12
169,15
170,10
171,11
172,14
173,10
174,11
175,14
176,11
177,10
178,7
179,14
180,10
181,10
182,10
183,12
184,9
185,8
186,12
187,12
188,14
189,13
190,6
191,10
192,7
193,9
194,11
195,12
196,15
197,14
198,12
199,9
