,number_pca_components_class
0,6
1,4
2,5
3,6
4,5
5,5
6,6
7,6
8,5
9,5
10,5
11,5
12,4
13,4
14,6
15,6
16,6
17,6
18,6
19,5
20,5
21,5
22,5
23,5
24,5
25,5
26,6
27,5
28,5
29,5
30,5
31,6
32,5
33,5
34,6
35,5
36,6
37,6
38,6
39,6
40,5
41,5
42,6
43,6
44,5
45,5
46,6
47,5
48,5
49,5
50,5
51,5
52,6
53,6
54,5
55,4
56,5
57,5
58,4
59,5
60,4
61,5
62,5
63,5
64,5
65,4
66,6
67,6
68,4
69,6
70,4
71,6
72,6
73,5
74,5
75,5
76,5
77,4
78,5
79,6
80,6
81,4
82,5
83,6
84,4
85,5
86,5
87,5
88,5
89,6
90,5
91,5
92,5
93,5
94,5
95,5
96,5
97,5
98,5
99,5
100,5
101,5
102,5
103,5
104,5
105,5
106,5
107,4
108,4
109,5
110,5
111,4
112,5
113,6
114,5
115,5
116,4
117,5
118,5
119,4
120,5
121,5
122,6
123,5
124,5
125,5
126,5
127,5
128,5
129,5
130,6
131,5
132,5
133,4
134,5
135,5
136,5
137,6
138,5
139,5
140,5
141,5
142,5
143,3
144,5
145,5
146,5
147,5
148,5
149,5
150,5
151,5
152,5
153,4
154,5
155,5
156,5
157,5
158,6
159,5
160,5
161,6
162,5
163,5
164,4
165,5
166,4
167,5
168,5
169,5
170,5
171,5
172,6
173,5
174,5
175,6
176,4
177,6
178,6
179,5
180,5
181,6
182,6
183,6
184,5
185,5
186,5
187,6
188,6
189,5
190,6
191,6
192,6
193,5
194,6
195,6
196,6
197,6
198,6
199,6
