,number_pca_components_class
0,9
1,9
2,10
3,10
4,10
5,10
6,11
7,10
8,10
9,10
10,10
11,10
12,10
13,8
14,9
15,11
16,11
17,10
18,10
19,10
20,10
21,10
22,9
23,8
24,11
25,11
26,11
27,11
28,10
29,10
30,10
31,11
32,11
33,10
34,10
35,10
36,10
37,11
38,11
39,10
40,11
41,11
42,11
43,10
44,9
45,9
46,10
47,11
48,10
49,10
50,10
51,10
52,10
53,11
54,10
55,10
56,10
57,10
58,10
59,10
60,10
61,10
62,10
63,10
64,11
65,10
66,10
67,11
68,10
69,11
70,9
71,10
72,11
73,10
74,10
75,10
76,10
77,10
78,10
79,11
80,11
81,9
82,10
83,10
84,10
85,11
86,10
87,10
88,11
89,11
90,9
91,10
92,10
93,10
94,9
95,10
96,10
97,10
98,10
99,11
100,10
101,9
102,10
103,9
104,11
105,10
106,11
107,10
108,9
109,10
110,11
111,9
112,10
113,11
114,10
115,9
116,9
117,11
118,10
119,10
120,10
121,9
122,11
123,10
124,10
125,10
126,10
127,10
128,10
129,10
130,11
131,11
132,10
133,8
134,11
135,10
136,10
137,10
138,10
139,10
140,10
141,11
142,10
143,10
144,11
145,9
146,9
147,10
148,9
149,11
150,10
151,10
152,10
153,9
154,9
155,11
156,11
157,9
158,11
159,11
160,11
161,11
162,10
163,10
164,10
165,9
166,8
167,9
168,11
169,10
170,10
171,10
172,11
173,9
174,11
175,11
176,10
177,11
178,10
179,11
180,11
181,10
182,10
183,10
184,9
185,10
186,9
187,9
188,10
189,10
190,10
191,10
192,10
193,11
194,9
195,10
196,9
197,9
198,9
199,10
