,number_pca_components_class
0,7
1,5
2,6
3,6
4,7
5,6
6,7
7,7
8,7
9,6
10,7
11,6
12,6
13,6
14,8
15,7
16,6
17,7
18,6
19,7
20,6
21,6
22,8
23,7
24,6
25,6
26,7
27,6
28,6
29,6
30,6
31,7
32,6
33,7
34,7
35,6
36,6
37,6
38,6
39,7
40,7
41,6
42,7
43,7
44,5
45,6
46,8
47,6
48,6
49,6
50,6
51,7
52,6
53,6
54,6
55,5
56,6
57,6
58,5
59,6
60,5
61,6
62,7
63,6
64,7
65,6
66,7
67,7
68,6
69,7
70,5
71,7
72,8
73,5
74,6
75,6
76,6
77,5
78,6
79,7
80,7
81,6
82,5
83,6
84,6
85,7
86,7
87,6
88,6
89,6
90,6
91,6
92,6
93,5
94,6
95,7
96,7
97,6
98,6
99,6
100,6
101,8
102,6
103,6
104,5
105,5
106,6
107,5
108,6
109,6
110,6
111,5
112,5
113,6
114,6
115,6
116,5
117,7
118,6
119,5
120,6
121,6
122,7
123,6
124,7
125,6
126,6
127,6
128,6
129,6
130,7
131,6
132,7
133,5
134,7
135,6
136,6
137,7
138,6
139,6
140,6
141,6
142,6
143,5
144,6
145,6
146,6
147,6
148,8
149,7
150,6
151,6
152,6
153,6
154,6
155,6
156,5
157,6
158,7
159,7
160,6
161,6
162,6
163,6
164,6
165,6
166,5
167,6
168,6
169,6
170,6
171,6
172,7
173,7
174,6
175,6
176,6
177,6
178,6
179,6
180,6
181,6
182,6
183,6
184,6
185,6
186,6
187,7
188,7
189,6
190,6
191,6
192,6
193,6
194,7
195,7
196,8
197,7
198,8
199,6
