,number_pca_components_class
0,6
1,6
2,5
3,5
4,5
5,4
6,4
7,5
8,4
9,4
10,4
11,5
12,4
13,6
14,6
15,5
16,6
17,5
18,5
19,4
20,4
21,4
22,5
23,6
24,4
25,5
26,5
27,4
28,4
29,4
30,3
31,5
32,5
33,4
34,4
35,4
36,6
37,6
38,6
39,6
40,5
41,5
42,6
43,6
44,6
45,6
46,5
47,5
48,5
49,4
50,4
51,4
52,5
53,4
54,3
55,4
56,4
57,4
58,4
59,4
60,4
61,5
62,4
63,5
64,4
65,4
66,5
67,5
68,4
69,5
70,4
71,5
72,6
73,4
74,4
75,4
76,4
77,4
78,4
79,5
80,4
81,4
82,4
83,6
84,3
85,6
86,3
87,4
88,4
89,5
90,5
91,5
92,4
93,6
94,4
95,5
96,5
97,4
98,5
99,4
100,3
101,5
102,4
103,5
104,6
105,4
106,5
107,4
108,4
109,4
110,4
111,4
112,3
113,5
114,5
115,5
116,4
117,4
118,5
119,3
120,3
121,4
122,6
123,4
124,4
125,3
126,5
127,4
128,4
129,3
130,6
131,4
132,4
133,4
134,5
135,5
136,4
137,6
138,5
139,4
140,6
141,5
142,5
143,4
144,4
145,6
146,3
147,3
148,6
149,4
150,4
151,5
152,3
153,5
154,4
155,4
156,4
157,4
158,6
159,4
160,4
161,5
162,4
163,5
164,4
165,4
166,4
167,5
168,5
169,5
170,4
171,4
172,6
173,4
174,5
175,5
176,4
177,6
178,6
179,5
180,3
181,6
182,6
183,5
184,7
185,5
186,6
187,6
188,7
189,6
190,5
191,7
192,5
193,5
194,6
195,4
196,7
197,5
198,5
199,4
