,number_pca_components_class
0,8
1,6
2,7
3,7
4,6
5,7
6,7
7,8
8,6
9,6
10,8
11,6
12,5
13,7
14,9
15,8
16,7
17,8
18,8
19,7
20,6
21,6
22,6
23,8
24,6
25,7
26,7
27,6
28,6
29,6
30,6
31,7
32,6
33,6
34,7
35,6
36,8
37,8
38,8
39,7
40,8
41,7
42,8
43,7
44,7
45,9
46,8
47,7
48,6
49,5
50,6
51,6
52,7
53,6
54,6
55,5
56,6
57,6
58,6
59,6
60,5
61,7
62,6
63,6
64,6
65,5
66,6
67,7
68,6
69,7
70,5
71,7
72,8
73,6
74,6
75,5
76,6
77,6
78,6
79,7
80,7
81,5
82,6
83,9
84,5
85,7
86,6
87,6
88,6
89,7
90,7
91,7
92,6
93,6
94,6
95,6
96,6
97,6
98,6
99,6
100,6
101,6
102,6
103,6
104,7
105,6
106,6
107,5
108,5
109,6
110,6
111,5
112,6
113,8
114,6
115,6
116,5
117,6
118,5
119,5
120,6
121,5
122,7
123,6
124,6
125,6
126,6
127,6
128,6
129,6
130,8
131,6
132,6
133,5
134,6
135,7
136,6
137,6
138,6
139,6
140,7
141,6
142,6
143,5
144,6
145,7
146,6
147,6
148,8
149,6
150,6
151,6
152,6
153,6
154,6
155,6
156,6
157,6
158,7
159,7
160,7
161,7
162,6
163,6
164,5
165,5
166,5
167,6
168,7
169,7
170,6
171,6
172,6
173,6
174,7
175,7
176,6
177,8
178,8
179,7
180,7
181,9
182,9
183,7
184,10
185,7
186,10
187,10
188,10
189,9
190,9
191,9
192,9
193,8
194,7
195,7
196,8
197,6
198,7
199,7
