,number_pca_components_class
0,5
1,4
2,6
3,5
4,5
5,4
6,5
7,5
8,5
9,5
10,5
11,5
12,4
13,4
14,5
15,6
16,6
17,6
18,4
19,5
20,5
21,5
22,4
23,4
24,5
25,5
26,5
27,5
28,5
29,5
30,4
31,5
32,5
33,5
34,5
35,5
36,6
37,6
38,6
39,6
40,6
41,5
42,6
43,6
44,5
45,4
46,5
47,6
48,5
49,5
50,5
51,5
52,5
53,5
54,5
55,4
56,5
57,5
58,4
59,5
60,4
61,4
62,5
63,4
64,5
65,4
66,5
67,6
68,4
69,6
70,4
71,4
72,5
73,5
74,5
75,5
76,5
77,4
78,5
79,6
80,6
81,4
82,4
83,6
84,4
85,5
86,5
87,4
88,5
89,6
90,4
91,5
92,5
93,4
94,4
95,5
96,4
97,5
98,5
99,5
100,5
101,4
102,5
103,5
104,5
105,4
106,5
107,4
108,4
109,5
110,5
111,4
112,4
113,6
114,5
115,5
116,4
117,5
118,5
119,4
120,5
121,4
122,5
123,4
124,4
125,5
126,4
127,5
128,4
129,5
130,6
131,5
132,5
133,4
134,5
135,6
136,5
137,5
138,5
139,5
140,5
141,5
142,5
143,4
144,5
145,5
146,4
147,5
148,4
149,5
150,5
151,5
152,6
153,5
154,4
155,5
156,5
157,4
158,5
159,5
160,6
161,5
162,5
163,5
164,5
165,4
166,4
167,4
168,6
169,5
170,4
171,5
172,5
173,4
174,6
175,6
176,4
177,5
178,5
179,5
180,6
181,5
182,4
183,6
184,5
185,6
186,4
187,4
188,5
189,4
190,4
191,4
192,4
193,5
194,4
195,5
196,5
197,4
198,4
199,6
