,number_pca_components_class
0,5
1,4
2,6
3,5
4,5
5,4
6,5
7,5
8,5
9,4
10,5
11,5
12,4
13,4
14,5
15,6
16,6
17,6
18,4
19,5
20,5
21,4
22,4
23,4
24,5
25,4
26,5
27,5
28,4
29,4
30,4
31,5
32,4
33,4
34,5
35,5
36,6
37,6
38,5
39,6
40,6
41,5
42,6
43,6
44,5
45,4
46,5
47,5
48,4
49,4
50,5
51,5
52,5
53,5
54,4
55,4
56,4
57,4
58,4
59,4
60,4
61,4
62,5
63,4
64,5
65,4
66,5
67,5
68,4
69,5
70,4
71,4
72,5
73,5
74,5
75,4
76,5
77,4
78,4
79,6
80,5
81,4
82,4
83,5
84,4
85,5
86,4
87,4
88,5
89,5
90,4
91,4
92,5
93,4
94,4
95,4
96,4
97,4
98,4
99,5
100,5
101,4
102,5
103,4
104,5
105,4
106,4
107,4
108,4
109,5
110,5
111,4
112,4
113,5
114,5
115,4
116,4
117,5
118,4
119,4
120,4
121,4
122,5
123,4
124,4
125,4
126,4
127,4
128,4
129,5
130,6
131,5
132,5
133,4
134,5
135,5
136,4
137,4
138,4
139,5
140,4
141,4
142,4
143,4
144,5
145,5
146,4
147,4
148,4
149,5
150,4
151,5
152,6
153,4
154,4
155,4
156,5
157,4
158,5
159,5
160,5
161,5
162,4
163,5
164,4
165,4
166,4
167,4
168,5
169,5
170,4
171,5
172,5
173,4
174,5
175,5
176,4
177,5
178,5
179,5
180,5
181,4
182,4
183,6
184,5
185,6
186,4
187,4
188,5
189,4
190,4
191,4
192,4
193,5
194,4
195,4
196,5
197,4
198,4
199,6
