,number_pca_components_class
0,8
1,8
2,9
3,9
4,8
5,9
6,9
7,9
8,9
9,9
10,9
11,9
12,8
13,8
14,9
15,9
16,9
17,9
18,8
19,9
20,9
21,9
22,8
23,8
24,9
25,9
26,10
27,9
28,9
29,9
30,9
31,9
32,9
33,9
34,9
35,9
36,8
37,9
38,8
39,9
40,10
41,9
42,9
43,9
44,8
45,8
46,9
47,9
48,9
49,9
50,9
51,9
52,9
53,9
54,9
55,9
56,9
57,9
58,8
59,9
60,8
61,9
62,9
63,9
64,9
65,8
66,9
67,9
68,8
69,9
70,8
71,8
72,9
73,9
74,9
75,9
76,10
77,8
78,8
79,9
80,9
81,8
82,8
83,8
84,9
85,9
86,9
87,8
88,10
89,9
90,8
91,9
92,9
93,8
94,8
95,9
96,9
97,8
98,8
99,9
100,9
101,8
102,10
103,8
104,9
105,9
106,9
107,8
108,8
109,9
110,9
111,8
112,8
113,9
114,9
115,8
116,8
117,9
118,9
119,9
120,9
121,8
122,10
123,9
124,8
125,9
126,8
127,9
128,8
129,9
130,9
131,9
132,9
133,8
134,8
135,9
136,9
137,9
138,8
139,9
140,8
141,9
142,9
143,8
144,9
145,8
146,8
147,8
148,8
149,9
150,9
151,9
152,9
153,8
154,8
155,9
156,9
157,9
158,9
159,9
160,9
161,9
162,9
163,8
164,8
165,9
166,8
167,8
168,9
169,9
170,9
171,9
172,9
173,8
174,9
175,10
176,8
177,8
178,8
179,8
180,9
181,8
182,8
183,9
184,8
185,9
186,8
187,8
188,8
189,8
190,8
191,8
192,8
193,8
194,8
195,9
196,9
197,8
198,8
199,9
