,number_pca_components_class
0,5
1,5
2,5
3,5
4,4
5,5
6,5
7,5
8,4
9,4
10,5
11,5
12,4
13,5
14,6
15,5
16,5
17,5
18,5
19,4
20,4
21,4
22,5
23,5
24,4
25,5
26,5
27,4
28,4
29,4
30,4
31,5
32,5
33,4
34,4
35,4
36,6
37,5
38,5
39,5
40,5
41,5
42,5
43,5
44,5
45,6
46,5
47,5
48,5
49,4
50,4
51,4
52,5
53,5
54,4
55,4
56,4
57,4
58,5
59,5
60,4
61,5
62,4
63,4
64,4
65,4
66,5
67,5
68,5
69,5
70,4
71,4
72,5
73,4
74,4
75,4
76,4
77,4
78,4
79,5
80,4
81,4
82,5
83,5
84,4
85,5
86,4
87,4
88,4
89,5
90,5
91,5
92,4
93,5
94,4
95,5
96,5
97,4
98,5
99,4
100,4
101,5
102,5
103,5
104,5
105,4
106,4
107,4
108,4
109,4
110,4
111,4
112,4
113,5
114,5
115,5
116,4
117,4
118,4
119,4
120,4
121,4
122,5
123,4
124,4
125,4
126,5
127,4
128,4
129,4
130,6
131,4
132,4
133,4
134,5
135,5
136,4
137,5
138,4
139,4
140,5
141,4
142,5
143,4
144,5
145,5
146,4
147,4
148,5
149,5
150,5
151,4
152,4
153,5
154,4
155,4
156,4
157,4
158,5
159,4
160,4
161,5
162,4
163,5
164,4
165,4
166,3
167,4
168,5
169,5
170,4
171,5
172,5
173,4
174,5
175,5
176,4
177,6
178,6
179,5
180,4
181,6
182,6
183,5
184,6
185,5
186,5
187,6
188,6
189,6
190,5
191,6
192,5
193,5
194,5
195,4
196,6
197,5
198,4
199,5
