,number_pca_components_class
0,9
1,7
2,8
3,8
4,6
5,7
6,8
7,8
8,7
9,7
10,9
11,6
12,6
13,8
14,10
15,9
16,8
17,9
18,9
19,8
20,6
21,6
22,7
23,9
24,7
25,7
26,8
27,6
28,6
29,6
30,6
31,7
32,7
33,7
34,8
35,6
36,9
37,9
38,10
39,8
40,9
41,8
42,9
43,8
44,8
45,9
46,9
47,8
48,6
49,6
50,6
51,6
52,8
53,7
54,6
55,6
56,6
57,6
58,6
59,7
60,6
61,7
62,7
63,6
64,7
65,6
66,7
67,8
68,6
69,8
70,5
71,7
72,9
73,7
74,6
75,6
76,6
77,6
78,7
79,8
80,8
81,5
82,7
83,10
84,5
85,8
86,6
87,6
88,7
89,8
90,7
91,8
92,6
93,7
94,6
95,7
96,6
97,6
98,7
99,6
100,6
101,7
102,6
103,7
104,8
105,6
106,6
107,5
108,5
109,7
110,6
111,5
112,6
113,10
114,6
115,7
116,5
117,6
118,6
119,5
120,6
121,5
122,8
123,6
124,7
125,6
126,7
127,6
128,6
129,6
130,9
131,7
132,7
133,5
134,7
135,7
136,6
137,7
138,6
139,6
140,7
141,6
142,7
143,5
144,7
145,7
146,6
147,6
148,8
149,7
150,7
151,6
152,7
153,6
154,6
155,6
156,6
157,6
158,8
159,8
160,8
161,8
162,6
163,7
164,6
165,6
166,5
167,6
168,8
169,8
170,6
171,7
172,7
173,6
174,8
175,8
176,6
177,9
178,9
179,8
180,8
181,10
182,10
183,8
184,11
185,8
186,11
187,11
188,11
189,10
190,10
191,10
192,9
193,9
194,7
195,7
196,9
197,7
198,8
199,8
