,number_pca_components_class
0,8
1,10
2,14
3,11
4,13
5,8
6,15
7,11
8,11
9,10
10,8
11,14
12,8
13,14
14,16
15,10
16,11
17,9
18,15
19,13
20,12
21,9
22,15
23,14
24,9
25,11
26,14
27,9
28,7
29,13
30,8
31,13
32,10
33,8
34,7
35,13
36,8
37,11
38,14
39,12
40,11
41,7
42,13
43,13
44,11
45,8
46,13
47,12
48,12
49,12
50,8
51,9
52,13
53,8
54,9
55,12
56,12
57,8
58,12
59,12
60,10
61,12
62,13
63,14
64,14
65,16
66,12
67,15
68,10
69,12
70,10
71,17
72,16
73,12
74,8
75,12
76,13
77,11
78,12
79,17
80,15
81,12
82,7
83,13
84,11
85,18
86,9
87,11
88,15
89,12
90,9
91,9
92,12
93,12
94,10
95,11
96,14
97,11
98,13
99,13
100,8
101,12
102,13
103,8
104,11
105,10
106,12
107,11
108,13
109,12
110,11
111,12
112,8
113,16
114,11
115,10
116,11
117,10
118,10
119,11
120,7
121,14
122,17
123,9
124,13
125,7
126,11
127,8
128,8
129,10
130,13
131,13
132,14
133,11
134,14
135,10
136,10
137,12
138,11
139,12
140,13
141,13
142,11
143,11
144,13
145,12
146,8
147,5
148,14
149,13
150,9
151,15
152,11
153,13
154,8
155,12
156,6
157,13
158,11
159,13
160,8
161,18
162,12
163,7
164,12
165,14
166,9
167,13
168,12
169,16
170,10
171,11
172,14
173,10
174,12
175,15
176,12
177,10
178,7
179,14
180,10
181,10
182,11
183,13
184,9
185,8
186,12
187,12
188,14
189,14
190,6
191,10
192,8
193,9
194,11
195,12
196,16
197,14
198,13
199,9
