,number_pca_components_class
0,7
1,5
2,5
3,6
4,6
5,6
6,6
7,7
8,7
9,6
10,7
11,6
12,5
13,7
14,8
15,7
16,6
17,7
18,5
19,7
20,6
21,6
22,7
23,8
24,6
25,6
26,6
27,6
28,6
29,6
30,6
31,6
32,6
33,6
34,6
35,5
36,6
37,6
38,5
39,6
40,7
41,6
42,7
43,7
44,5
45,6
46,8
47,6
48,6
49,5
50,6
51,6
52,6
53,6
54,6
55,5
56,6
57,6
58,5
59,5
60,5
61,5
62,6
63,6
64,7
65,5
66,7
67,7
68,5
69,7
70,5
71,8
72,8
73,6
74,6
75,6
76,7
77,5
78,6
79,8
80,8
81,4
82,5
83,6
84,5
85,8
86,7
87,6
88,7
89,6
90,6
91,6
92,8
93,4
94,5
95,8
96,7
97,6
98,6
99,7
100,6
101,8
102,6
103,5
104,5
105,6
106,6
107,5
108,5
109,7
110,6
111,4
112,5
113,6
114,5
115,6
116,5
117,7
118,5
119,5
120,5
121,5
122,8
123,6
124,8
125,7
126,5
127,7
128,6
129,6
130,7
131,6
132,8
133,5
134,7
135,7
136,6
137,7
138,6
139,6
140,6
141,6
142,6
143,5
144,6
145,5
146,6
147,6
148,9
149,7
150,5
151,7
152,6
153,5
154,6
155,6
156,5
157,6
158,7
159,7
160,7
161,6
162,6
163,6
164,5
165,5
166,5
167,6
168,7
169,6
170,7
171,5
172,7
173,7
174,5
175,6
176,5
177,5
178,5
179,6
180,6
181,5
182,6
183,6
184,6
185,5
186,6
187,8
188,7
189,5
190,5
191,5
192,6
193,6
194,7
195,6
196,9
197,7
198,7
199,6
