,number_pca_components_class
0,10
1,14
2,15
3,17
4,15
5,16
6,18
7,17
8,17
9,15
10,18
11,15
12,14
13,9
14,13
15,17
16,18
17,18
18,15
19,16
20,15
21,17
22,15
23,8
24,17
25,16
26,17
27,17
28,15
29,16
30,16
31,17
32,16
33,16
34,16
35,15
36,16
37,17
38,17
39,17
40,19
41,18
42,17
43,17
44,14
45,12
46,15
47,17
48,15
49,15
50,15
51,16
52,16
53,16
54,16
55,14
56,16
57,14
58,16
59,17
60,13
61,14
62,17
63,16
64,17
65,15
66,16
67,18
68,13
69,18
70,13
71,16
72,18
73,17
74,17
75,15
76,17
77,15
78,17
79,19
80,18
81,15
82,13
83,15
84,15
85,18
86,16
87,16
88,19
89,18
90,12
91,16
92,17
93,14
94,14
95,17
96,16
97,16
98,16
99,18
100,17
101,15
102,18
103,14
104,16
105,15
106,16
107,15
108,15
109,16
110,17
111,13
112,13
113,17
114,16
115,15
116,14
117,17
118,15
119,14
120,16
121,15
122,18
123,16
124,15
125,17
126,14
127,17
128,14
129,16
130,18
131,17
132,16
133,12
134,18
135,16
136,16
137,17
138,15
139,17
140,17
141,18
142,16
143,14
144,18
145,14
146,14
147,16
148,13
149,18
150,16
151,18
152,17
153,13
154,14
155,18
156,16
157,16
158,18
159,18
160,18
161,18
162,15
163,15
164,15
165,14
166,13
167,14
168,18
169,16
170,15
171,16
172,18
173,15
174,17
175,18
176,15
177,16
178,15
179,15
180,17
181,16
182,15
183,15
184,13
185,17
186,11
187,11
188,15
189,13
190,15
191,12
192,13
193,16
194,13
195,16
196,13
197,15
198,14
199,16
