,number_pca_components_class
0,14
1,19
2,19
3,22
4,22
5,22
6,24
7,24
8,24
9,22
10,26
11,22
12,20
13,11
14,20
15,25
16,26
17,26
18,19
19,24
20,21
21,23
22,22
23,10
24,24
25,23
26,23
27,25
28,22
29,24
30,23
31,24
32,23
33,22
34,20
35,22
36,22
37,23
38,23
39,23
40,25
41,25
42,25
43,22
44,19
45,17
46,22
47,25
48,23
49,21
50,22
51,22
52,22
53,23
54,23
55,21
56,22
57,21
58,21
59,24
60,20
61,21
62,23
63,24
64,26
65,21
66,24
67,28
68,21
69,26
70,18
71,21
72,27
73,24
74,23
75,25
76,25
77,23
78,23
79,26
80,26
81,21
82,19
83,21
84,21
85,26
86,24
87,25
88,27
89,26
90,16
91,22
92,25
93,19
94,19
95,24
96,24
97,22
98,24
99,27
100,25
101,22
102,27
103,20
104,23
105,22
106,25
107,22
108,21
109,24
110,25
111,18
112,19
113,25
114,23
115,19
116,19
117,26
118,22
119,22
120,24
121,21
122,27
123,24
124,19
125,24
126,21
127,26
128,21
129,25
130,25
131,25
132,24
133,16
134,24
135,24
136,24
137,25
138,21
139,25
140,24
141,26
142,25
143,20
144,26
145,18
146,20
147,24
148,19
149,25
150,24
151,26
152,25
153,18
154,21
155,26
156,25
157,23
158,26
159,27
160,27
161,24
162,22
163,21
164,21
165,21
166,17
167,22
168,27
169,23
170,22
171,24
172,26
173,22
174,24
175,27
176,20
177,19
178,19
179,22
180,23
181,20
182,19
183,22
184,15
185,23
186,13
187,16
188,20
189,16
190,19
191,16
192,16
193,22
194,20
195,24
196,20
197,23
198,20
199,22
