,number_pca_components_class
0,4
1,6
2,5
3,5
4,5
5,6
6,6
7,5
8,5
9,6
10,6
11,6
12,6
13,4
14,5
15,6
16,6
17,5
18,5
19,5
20,5
21,6
22,5
23,4
24,6
25,6
26,6
27,6
28,6
29,6
30,5
31,6
32,6
33,6
34,5
35,6
36,5
37,5
38,5
39,5
40,6
41,6
42,6
43,5
44,5
45,4
46,5
47,6
48,6
49,6
50,6
51,5
52,6
53,6
54,5
55,5
56,6
57,6
58,6
59,6
60,6
61,6
62,6
63,6
64,5
65,5
66,5
67,5
68,6
69,6
70,5
71,4
72,5
73,6
74,6
75,5
76,6
77,6
78,5
79,6
80,5
81,5
82,5
83,5
84,5
85,6
86,5
87,5
88,5
89,5
90,6
91,6
92,6
93,5
94,5
95,5
96,5
97,6
98,6
99,6
100,6
101,4
102,5
103,5
104,5
105,6
106,6
107,6
108,5
109,6
110,6
111,5
112,5
113,5
114,6
115,5
116,5
117,5
118,5
119,5
120,6
121,5
122,5
123,6
124,4
125,5
126,6
127,5
128,6
129,5
130,6
131,6
132,5
133,5
134,6
135,6
136,6
137,5
138,6
139,5
140,6
141,5
142,6
143,6
144,6
145,6
146,5
147,6
148,4
149,6
150,6
151,6
152,5
153,6
154,4
155,5
156,6
157,5
158,6
159,6
160,6
161,6
162,5
163,5
164,5
165,5
166,5
167,5
168,6
169,5
170,5
171,6
172,6
173,4
174,5
175,5
176,6
177,5
178,5
179,6
180,6
181,5
182,5
183,5
184,5
185,5
186,4
187,4
188,5
189,5
190,5
191,5
192,4
193,6
194,4
195,5
196,4
197,4
198,4
199,5
