,number_pca_components_class
0,11
1,13
2,14
3,14
4,15
5,13
6,17
7,16
8,15
9,15
10,17
11,14
12,13
13,10
14,15
15,16
16,17
17,18
18,15
19,14
20,14
21,15
22,14
23,11
24,16
25,16
26,16
27,15
28,15
29,17
30,16
31,16
32,15
33,17
34,15
35,14
36,14
37,14
38,16
39,14
40,16
41,17
42,14
43,15
44,13
45,14
46,15
47,16
48,15
49,15
50,15
51,14
52,15
53,15
54,15
55,14
56,15
57,16
58,14
59,16
60,12
61,16
62,14
63,14
64,18
65,14
66,15
67,18
68,15
69,16
70,12
71,14
72,16
73,17
74,15
75,13
76,16
77,15
78,16
79,17
80,16
81,14
82,15
83,14
84,14
85,16
86,13
87,14
88,17
89,17
90,14
91,17
92,15
93,15
94,13
95,15
96,15
97,15
98,17
99,17
100,16
101,13
102,18
103,16
104,16
105,14
106,14
107,15
108,15
109,15
110,14
111,13
112,13
113,16
114,14
115,14
116,12
117,14
118,16
119,14
120,14
121,14
122,18
123,14
124,14
125,15
126,14
127,15
128,12
129,15
130,16
131,18
132,15
133,12
134,17
135,16
136,14
137,15
138,13
139,15
140,15
141,16
142,15
143,14
144,17
145,13
146,13
147,15
148,14
149,18
150,16
151,15
152,16
153,14
154,12
155,17
156,15
157,15
158,18
159,18
160,17
161,16
162,13
163,14
164,14
165,13
166,12
167,14
168,16
169,14
170,14
171,15
172,16
173,13
174,15
175,16
176,13
177,16
178,14
179,14
180,15
181,14
182,15
183,14
184,13
185,17
186,12
187,12
188,14
189,15
190,14
191,13
192,15
193,14
194,13
195,15
196,14
197,14
198,14
199,16
